ID,Smiles
29,O=C[C@H](N)[C@H]([C@@H]([C@@H](CO)O)O)O.Cl
30,OC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
31,OC([C@@]1([H])[C@H](CO)O)=C(O)C(O1)=O
32,O=C(O)C1=CC=CC=N1
33,C[C@H](CCC(O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C
34,CC1=C([C@@H](OC)C([C@@]2(C)[C@@]3([H])[C@](OC(C)=O)(CO4)[C@H]4C[C@@H]2OC)=O)C(C)(C)[C@@]([C@H]3OC(C5=CC=CC=C5)=O)(O)C[C@@H]1OC([C@H](O)[C@H](C6=CC=CC=C6)NC(OC(C)(C)C)=O)=O
35,O=C(O)C1=CC=CC=C1O
36,O[C@@H]1C[C@@H]2OC3=C4C(CN(C)CC[C@]42C=C1)=CC=C3OC.Br
37,O=C1[C@]([C@](CC2)(C)[C@@]3(C)C([C@]([C@@]4(C)CC3)([H])C[C@@](CC4)(C)C(O)=O)=C1)([H])[C@](CC5)(C)C2C([C@H]5O[C@@H](O[C@H](C([O-])=O)[C@H]6O)[C@H](O[C@@H]([C@H](O)[C@@H](O)[C@@H]7O)O[C@@H]7C(O)=O)[C@H]6O)(C)C.[NH4+]
38,O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC([C@H](NC(N3CCNC3=O)=O)C4=CC=CC=C4)=O)N1C2=O)[O-].[Na+]
39,O=C(C(N12)=C(S[C@@H]3CN[C@H](C(N(C)C)=O)C3)[C@H](C)[C@]2([H])[C@@H]([C@H](O)C)C1=O)O.O.O.O
40,O=C(C1=C(OC)C=C(O)C=C1O)/C=C/C2=CC=CC=C2.[(E)]
41,O=C(C1=C(C(NC)=O)N(CC)C=N1)NC
42,O=C1C(CCCCCCCCCCO)=C(C)C(C(OC)=C1OC)=O
43,C[C@@]1(C2)[C@](C(CO)=O)(O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])C2=O)=O
44,O=C1N(C)C2=C(C=CC=C2)/C1=C3C(NC4=C\3C=CC=C4)=O
45,OC1=CC(O)=C2C(OC(C3=CC=C(OC)C=C3)=C(O[C@H](O[C@@H](C)[C@H](O)[C@H]4O)[C@@H]4O)C2=O)=C1C/C=C(C)\C
46,O=C(O[C@H]1CNC(C)=O)N(C1)C2=CC(F)=C(N3CCOCC3)C=C2
47,O=C(C(C(OC)=CC=C1)=C1C2=O)C3=C2C(O)=C(C[C@@](O)(C(C)=O)C[C@@H]4O[C@@]5([H])C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O.[H]Cl
48,C[C@@]12[C@](CC[C@]2([H])[C@H](C)CCC(O)=O)([H])[C@@]3([H])[C@]([C@@]4([C@](C[C@H](O)CC4)([H])CC3)C)([H])CC1
49,C[C@@]1([C@H]2O)[C@](CC2)([H])[C@@](CCC3=C4C=CC(O)=C3)([H])[C@]4([H])CC1
50,O=C(C1=CC=CC=C1N2)N(CCN3CCC(C(C4=CC=C(F)C=C4)=O)CC3)C2=O.O=C(O)[C@H](O)[C@@H](O)C(O)=O
51,CN1[C@@H]2C[C@@H](OC([C@@H](C3=CC=CC=C3)CO)=O)C[C@H]1CC2
52,C[C@]([C@@](C[C@H]1O)([H])[C@]2(CC[C@@H]3O[C@@](O[C@H](CO)[C@@H](O)[C@@H]4O)([H])[C@@H]4O[C@]([C@@H]([C@@H](O)[C@@H]5O)O)([H])O[C@@H]5CO)C)(CC[C@@]2([H])C3(C)C)[C@]6([C@@]1([H])[C@]([C@@](C)(O)CC/C=C(C)/C)([H])CC6)C
53,O=C(O)CC[C@@H](C)[C@]1([H])[C@]2(C)[C@](CC1)([H])[C@]3([H])[C@H](O)C[C@@](C4)([H])[C@@](CC[C@H]4O)(C)[C@]([H])3CC2
54,O=C1C2=C(C=CC=C2)C(C3=CC(O)=C(CO)C(O)=C13)=O
55,O=C1C=CC(C(O1)=C2)=C(O)C3=C2OC=C3
56,O=C(C(O)(C1=CC=CC=C1)C2CCCCC2)OCC#CCN(CC)CC.[H]Cl
57,O=C1C[C@@H](C2=CC=C(OC)C(O)=C2)OC3=CC(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O[C@@]5([H])[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)=CC(O)=C13
58,O=C(O)CC[C@@H](C(O)=O)NC(C1=CC=C(NCC2=CN=C3N=C(N)NC(C3=N2)=O)C=C1)=O
59,O=C1C(C)=C(C/C=C(C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(C2=C1C=CC=C2)=O
60,O=C(C(CCCC1)N1C)NC(C(C)=CC=C2)=C2C.Cl
61,OC(CC(O)CCC1=CC=C(O)C(OC)=C1)CCC2=CC=C(O)C(OC)=C2
62,O=S(ON1[C@]2([H])CC[C@@H](C(N)=O)[N@@](C2)C1=O)([O-])=O.[Na+]
63,C[C@H]1[C@@H](OC)O[C@@]2([H])[C@]34[C@@]([C@H](C)CC[C@]41[H])([H])CC[C@@](O2)(C)OO3
64,C[C@]1([C@](CC2)([H])[C@]3([H])CCC4=C(C=CC(O)=C4)[C@@]3([H])CC1)C2=O
65,OC1=C(O)C=CC(CC(C([O-])=O)O)=C1.[Na+]
66,O=C([C@]1(CCC(C)(C)C2)[C@]2([H])C3=CC[C@@]4([H])[C@@](C)(CC[C@]5([H])[C@@]4(CC[C@H](O[C@]([C@@H]([C@@H](O)[C@@H]6O)O)([H])O[C@@H]6C(O)=O)C5(C)C)C)[C@]3(C)CC1)O[C@@H]([C@@H]([C@@H](O)[C@@H]7O)O)O[C@@H]7CO
67,C[C@@H](C1=CC=C2OC)[C@]3([H])C4=CC(OC)=C(OC)C=C4CCN3CC1=C2OC
68,O=C(C1=CCCN(C)C1)OC.Br
69,C[C@H](Cl)[C@@]([C@@]([C@@H]([C@H](O)[C@H]1O)O)([H])O[C@@H]1SC)([H])NC([C@@H]2C[C@@H](CCC)CN2C)=O.Cl
70,C[C@@H]1[C@]23[C@](C(CC3)=O)([H])[C@]([C@H](OC(CS[C@@H]4C[C@@H]5N(C)[C@@H](CC5)C4)=O)C[C@](C=C)(C)[C@H]1O)([C@H](C)CC2)C
71,CC[C@H](NCCN[C@@H](CC)CO)CO.Cl.Cl
72,CC1=CC=C(S(=O)(O)=O)C=C1.O=C(C2=CN(C3=CC=C(F)C=C3F)C4=C(C=C(F)C(N5CC(N)CC5)=N4)C2=O)O.O
73,[H][C@]12[C@]3([H])CC([C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@]([H])1[C@]5([H])CN6C[C@@H](C)CC[C@]([H])6[C@@](C)(O)[C@]([H])5CC2)=O
74,OC[C@@H](O)[C@@H](O)[C@@H](O)CO
75,OC1=CC(O)=CC(/C=C/C2=CC=C(O)C=C2)=C1O[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3CO.[(E)]
76,"OC[C@@H]1[C@@H](O)[C@@](O2)([H])[C@@](N(C2=N3)C=CC3=N)([H])O1.[H]Cl
JjbwQ0byOjHpJ4gXWRYObRsaR41DaP=="
77,OC1=C(O)C=CC(CCOC2C(C(OC3OC(C)C(O)C(O)C3O)C(OC(/C=C/C4=CC=C(O)C(O)=C4)=O)C(COC5OC(C)C(O)C(O)C5O)O2)O)=C1
78,C[C@@H]([C@@H]([C@@](C)(C[C@H]1OC(CO)=O)C=C)O)C(CC[C@H]2C)(CCC3=O)[C@]3([H])C21C
79,OC[C@@H]1[C@@H](NC([C@@H](N)CC2=CC=C(OC)C=C2)=O)[C@H]([C@H](N3C=NC4=C3N=CN=C4N(C)C)O1)O.[H]Cl.[H]Cl
80,C[N+]1=CC2=C3C(OCO3)=CC=C2C(C=CC4=C5)=C1C4=CC6=C5OCO6.[Cl-]
81,OC1=C2C(OC=C(C3=CC=C(O)C=C3)C2=O)=CC(O)=C1
82,O=C(C1=C(O)C=C(O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O[C@@]3([H])[C@@H]([C@@H]([C@H]([C@H](C)O3)O)O)O)C=C1O)CCC4=CC=C(O)C=C4
83,OC1=C2C(OC(C3=CC=C(O)C=C3)=CC2=O)=CC(O)=C1
84,C/C=C/C1=C(OC)C=C(OC)C(OC)=C1
85,O=C1OC[C@]2([H])[C@H](O[C@H]3[C@@H]([C@H]([C@@H]4O[C@H](C)OC[C@H]4O3)O)O)C5=C(C=C6OCOC6=C5)[C@@H](C7=CC(OC)=C(O)C(OC)=C7)[C@]21[H]
86,"OC1=CC=C([C@]2([H])[C@](CC3=C2C=C(O)C(O)=C3)(O)CO4)C4=C1O
yBw4y7IpI7IuI72X"
87,O=C(C1(O)CC(OC(/C=C/C2=CC=C(O)C(O)=C2)=O)C(O)C(OC(/C=C/C3=CC=C(O)C(O)=C3)=O)C1)O
88,NC1=C(C=CC=C2)C2=NC3=CC=CC=C31
89,N#[C-][Co+3]123([N]4=CN(C(OC(CO)C5OP6([O-])=O)C5O)C7=C4C=C(C)C(C)=C7)[N]8=C9C(CCC(N)=O)C(CC(N)=O)(C)C8(C)C(C(CC(N)=O)C%10(CCC(NCC(C)O6)=O)C)[N-]1C%10=C(C)C(C(CCC(N)=O)C%11(C)C)=[N]2C%11=CC%12=[N]3C(C(CC(N)=O)(C)C%12CCC(N)=O)=C9C
90,O=C(O[C@H]1[C@@H](C2=CC(O)=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1)C4=CC(O)=C(O)C(O)=C4
91,CC1(C)[C@@H](O)CC[C@]2(C)[C@@]3([H])CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@@](C(O)=O)5CC[C@](C)4[C@@](C)3CC[C@@]12[H]
92,O=C1C=C(C2=CC=C(OC)C=C2)OC3=CC(O)=CC(O)=C13
93,OC(C1=C(C2=O)C(O[C@@]2(O/C=C/[C@@H]([C@H]([C@@]([C@@H]3C)([H])OC(C)=O)C)OC)C)=C(C)C(O)=C1C(O)=C4NC(/C(C)=C\C=C\[C@@H]([C@@H]([C@@H](C)[C@H]3O)O)C)=O)=C4/C=N/N5CCN(C6CCCC6)CC5
94,O=C1[C@](O)(CC)C2=C(CO1)C(N3CC4=CC5=CC(O)=CC=C5N=C4C3=C2)=O
95,O=C1C(C(C2=CC=C(C(F)(F)F)C=C2[N+]([O-])=O)=O)C(CCC1)=O
96,O=C1C=C(C2=CC=C(O)C=C2)OC3=CC(O)=C(O)C(O)=C13
97,COC1=CC(C2=NC=CC=C2)=NC(/C=N/O)=C1.[(E)]
98,O=C(/C=C/[C@H](C)[C@@H](O)[C@H](C)C([C@H](C)[C@@H](O)[C@@H]1C)=O)O[C@@]([C@@H]2C)([H])[C@H](C)[C@@]3(CC[C@H](C)[C@H](C[C@H](O)C)O3)O[C@@]2([H])CC[C@@H](CC)/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C1=O
99,O=C1C(C)=CC(C2=C1C=CC=C2O)=O
100,C[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O
101,OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=C(N(C)C)NC3=O)O1)O)O
102,C=CCS(SCC=C)=O
103,CC([C@H]1CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O)=O
104,O=C1N=C(N)NC2=C1N=C([C@@H](O)[C@@H](O)C)CN2
105,C[C@]([C@@]1([H])[C@]2(C[C@@H](O)[C@@H]3O)C)(CC[C@@]2([H])C3(C)C)[C@@](C4=CC1)(CC[C@]5(C(O)=O)[C@@]4([H])CC(C)(C)CC5)C
106,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=CC=C(CO)C=C2
107,COC1=C2C(C(C(C(O)=C(C[C@](C(CO)=O)(O)C[C@@H]3O[C@@]4([H])C[C@H](N)[C@H](O)[C@H](C)O4)C3=C5O)=C5C2=O)=O)=CC=C1.[H]Cl
108,OC1=CC(CCC2=CC(OC)=C(OC)C(OC)=C2)=CC=C1OC
109,OC1=CC=CC=C1OC
110,O=C(O)CC1=CNC2=C1C=C(O)C=C2
111,O=C(O)CCCN
112,O=C(O)CNC(CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O
113,CC1=NC=CC2=C1NC3=C2C=CC(OC)=C3
114,OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC(C(N3)=O)=C2NC3=O)O1)O)O
115,OC([C@@]([C@@]1([H])CCC2=CC(C(C)C)=C3O)(CCCC1(C)C)C2=C3O)=O
116,[H][C@@]12CC[C@@]3(C)[C@]4(C)CC[C@]5(C(O)=O)[C@@]([C@H](C(C)=C)CC5)([H])[C@@](CC[C@@]([H])3[C@@]1(C)CC[C@H](O)C2(C)C)4[H]
117,O=C(O)C1=CC=CC(O)=C1N
118,CCCCCCCCCCCCCCCCCC(O)=O
119,O=C(C1=CC(O)=C(O)C(O)=C1)O[C@@H]([C@@H]([C@@H](COC(C2=CC(O)=C(O)C(O)=C2)=O)O3)OC(C4=CC(O)=C(O)C(O)=C4)=O)[C@H]([C@@H]3OC(C5=CC(O)=C(O)C(O)=C5)=O)OC(C6=CC(O)=C(O)C(O)=C6)=O
120,O=CC1=CC=C(CO)O1
121,O=C(O)C(C)CN
122,CC(C1=CC=CC=C1O)=O
123,CCC(C)(O)C(O)=O
124,O=C[C@H]([C@@H]([C@@H]([C@H](C)O)O)O)O
125,O=C(C1=CC=CC=C1C(OCCCC)=O)OCCCC
126,OCC[C@@H](C(=O)O)N
127,O=C(O)C1=CC=C(C(O)=O)C=C1
128,C[C@]([C@]1([H])CC2)(CC[C@]3([H])[C@@]1(CC[C@H](O[C@@](OC[C@H](O)[C@@H]4O[C@@](O[C@H](CO[C@@H]([C@@H]([C@@H](O)[C@@H]5O)O)O[C@@H]5CO)[C@@H](O)[C@@H]6O)([H])[C@@H]6O[C@@](OC[C@@H](O)[C@@H]7O)([H])[C@@H]7O)([H])[C@@H]4O[C@@](O[C@@H](C)[C@H](O)[C@H]8O)([H])[C@@H]8O)C3(C)C)C)[C@@]9(CO%10)[C@@]2([H])[C@]([C@]%11(O)C)([H])[C@@]%10(O[C@@H](/C=C(C)/C)C%11)C9
129,NCCC[C@@](N)([H])C(O)=O.Cl
130,C1=C(C(C(O)=O)C)C=CC=C1
131,O=C([C@H](CCC(N)=O)NC(CC1=CC=CC=C1)=O)O
132,[H][C@](N)(CCCCNC(N)=O)C(O)=O
133,BrC1=C2C(NN=N2)=C(Br)C(Br)=C1Br
134,COC(C=C1[C@@H]2[C@](CO[C@@H]3C4=CC(OC)=C(O[C@@H]([C@@H]([C@@H](O)[C@@H]5O)O)O[C@@H]5CO)C=C4)([H])[C@]3([H])CO2)=C(C=C1)O[C@@H]([C@@H]([C@@H](O)[C@@H]6O)O)O[C@@H]6CO
135,O=S(C1=CC=C(N)C=C1)(N)=O
136,OC[C@@H]([C@H](O)C[C@]1([H])O2)[C@@]1([H])CC2=O
137,OC1=CC=C(C)C=C1O
138,C1=C(OC(=C1)CO)C(=O)O
139,CC(C)C(N)CC(O)=O
140,O=C(O)C(CC)C(O)=O
141,C=C(C1CC=C(C)CC1)C
142,CC1(C)C(CC[C@]2(C)[C@@]3([H])CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@@](C(O)=O)5CC[C@](C)4[C@@](C)3CC[C@@]12[H])=O
143,O=C1NC(C(C)=CN1)=O
144,OC[C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O
145,O=C(O)CNC(C)=O
146,O=C(O)CCCCCCCCC(O)=O
147,CC(CCC(O)=O)=O
148,O=C(O)CCC1=CC=CC=C1
149,O=S(C1=CC=C(N)C=C1)(NC2=NC=CC=N2)=O
150,C[C@]([C@@](C[C@H]1O)([H])[C@]2(CC[C@@H]3O[C@@](O[C@H](CO)[C@@H](O)[C@@H]4O)([H])[C@@H]4O[C@]([C@@H]([C@@H](O)[C@@H]5O)O)([H])O[C@@H]5CO)C)(CC[C@@]2([H])C3(C)C)[C@]6([C@@]1([H])[C@]([C@@](CC/C=C(C)/C)(C)O[C@@H]([C@@H]([C@@H](O)[C@@H]7O)O)O[C@@H]7CO[C@H](OC[C@H](O)[C@@H]8O)[C@@H]8O)([H])CC6)C
151,O=C[C@@H]([C@H]([C@H](CO)O)O)O
152,O=C(N[C@H](CC(N)=O)C(N[C@@H](CC(O)=O)C(N[C@H](C(NCC(N[C@H](C(N[C@@](C(N[C@@H](C(N[C@H]1CC(O)=O)=O)C)=O)([H])CC(O)=O)=O)CCCN)=O)=O)[C@H](OC([C@](NC([C@](NC([C@@](NC(CNC1=O)=O)([H])CO)=O)([H])[C@H](C)CC(O)=O)=O)([H])CC(C(C=CC=C2)=C2N)=O)=O)C)=O)=O)[C@@H](NC(CCCCCCCCC)=O)CC3=CNC4=CC=CC=C34
153,O=C(O)CC(C)CC(O)=O
154,O=C(O)CNC(C1=CC=CC=C1)=O
155,O=C(O)/C=C(CC(O)=O)/C(O)=O
156,OC(=O)C(=O)CC1=CC=CC=C1
157,O=C(OCCC)CC1C(CCCCC)C(CC1)=O
158,C/C(CO)=C\CNC1=C(N=CN2[C@H]3[C@H](O)[C@H](O)[C@H](O3)CO)C2=NC=N1
159,O=C(O)[C@@H](O)CC(C)C
160,O=C(C(N12)=C(C)CS[C@]2([H])[C@H](NC([C@H](N)C3=CCC=CC3)=O)C1=O)O
161,OCC(O)C(O)C(O)CO
162,O=C(O)C1=CC=CC=C1OC
163,O=C(C1=C[N+]([O-])=C(C)C=N1)O
164,COC1=CC(=CC(OC)=C1O)C(C)=O
165,CC(NC1=C2N=CC=CC2=CC(OC)=C1)CCCN.O=P(O)(O)O.O=P(O)(O)O
166,O=C1N=C(N2CCOCC2)CN1C3=CC=C(Cl)C=C3
167,O[C@@]([C@@](CCC1)([H])N1C2=O)(O[C@](NC([C@@H](CN(C)[C@]3([H])C4)C[C@]3([H])C5=C6C4=CNC6=CC=C5)=O)(C)C7=O)N7[C@H]2CC8=CC=CC=C8.CS(=O)(O)=O
168,O=C1[C@H](C)[C@]2([H])CC[C@@H](C)[C@]3([H])CC[C@@](O4)(C)OO[C@]32[C@]4([H])O1
169,O=C(OCC[N+](C)(C)C)C.[Cl-]
170,O=CC1=CC=C(C)O1
171,O=C(O)C1CCCCN1
172,O=C(O)C1=CC=CC(OC)=C1
173,CC1=C(C=NC=C2)C2=C(C)C(N3)=C1C4=C3C=CC=C4.Cl
174,O=C(C1=CC(C=C(C(O)=O)O1)=O)O
175,O=C1CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C
176,OC(=O)CCCCCCCCCC(O)=O
177,O=C(O)C1=CC=C(O)C=C1
178,O=C(N(C1=CC=C(C)C=C1C)/N=C/C2=CC=CC(OC)=C2)C(F)(F)F
179,O=C(O)CCCCCCCCCCCCCCC(O)=O
180,ClC1=C2NC=NC2=NC=N1
181,O=C1O[C@@H](COP(O)(O)=O)CN1C2=CC=C(C3=CC=C(C4=NN(C)N=N4)N=C3)C(F)=C2
182,C[C@@H]1O[C@@]([H])(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC3=C(OC4=C(Cl)C=C([C@@H](O)[C@](NC([C@]5([H])NC6=O)=O)(C(N[C@]([H])(C(O)=O)C7=CC(O)=CC(O)=C7C8=C(O)C=CC5=C8)=O)[H])C=C4)C=C([C@@]6([H])NC([C@H](CC(N)=O)NC9=O)=O)C=C3OC%10=CC=C([C@@H](O)[C@H]9NC([C@H](NC)C(C)(C)C)=O)C=C%10Cl)C[C@](C)(N)[C@@H]1O.[H]Cl
183,C/C(C)=C\C(O[C@H](C(C)(C)O1)CC2=C1C=C(O3)C(C=CC3=O)=C2)=O
184,O=C1C=C(CO)OC=C1O
185,O=C1O[C@H]([C@@H](O)CO)[C@H](O)[C@@H]1O
186,OP(OC[C@@H](C(O)=O)N)(O)=O
187,C[C@@]12[C@H](O)CC[C@@]1([H])[C@]3([H])CCC4=C(C=CC(O)=C4)[C@@]3([H])CC2
188,[H][C@](CC1=CNC2=CC=CC=C21)(NC(C(C)(C)N)=O)C(N3CCC[C@@](C(N(C)N(C)C)=O)(CC4=CC=CC=C4)C3)=O
189,O=C(O)/C(C)=C\C(O)=O
190,OC1=CC=C(C=C1)C[C@@H](C(O)=O)NC(C)=O
191,O=C(O)CC1=CC=C(O)C(OC)=C1
192,CC(C)(O)CC(O)=O
193,O=C(O)C(O)C1=CC=CC(O)=C1
194,CC[C@@H](N)C(O)=O
195,[O-][N+](O)=O.ClC1=C(C=CC(Cl)=C1)C(OCC2=CC=C(Cl)C=C2)CN3C=CN=C3
196,O=C1[C@@](C)(O)[C@]2([H])C[C@H](C(C)(O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)C)CC[C@@](CO)(O)[C@@]2([H])C1
197,O[C@H](C1=CC(O)=C(O)C=C1)CNC.O[C@@H](C(O)=O)[C@@H](O)C(O)=O
198,O=C1C=C[C@@]2(C)C(CC[C@]3([H])[C@]2([H])[C@@H](O)C[C@@]4(C)[C@@]3([H])CC[C@]4(OC(OCC)=O)C(OCCl)=O)=C1
199,O=C(O)C1=CC=C(O)C=C1O
200,C1(C2=CC=C(C3=CC=CS3)S2)=CC=CS1
201,OC[C@H](O)C(O)[C@@H](O)CO
202,O=C1C=CC(C(/C2=C/C)(N)CC(C)=CC2C3)=C3N1
203,O=C(O)C[C@@H](C(O)=O)NC(C)=O
204,OC[C@@H]1[C@H](C[C@H](N2C(NC(C=C2)=O)=O)O1)O
205,O[C@@H]1[C@@H](CO)O[C@@H](N2C=NC3=C(N)N=CN=C23)C1
206,O=C(NC1=NC=C(N)C=C1)C2=CC=C(C(F)(F)F)C=C2
207,O=C(O)CNC(CC(C)C)=O
208,C1=CC=CC2=C1C(=C[NH]2)CCC(O)=O
209,O=C(C1=NC=CC=C1O)O
210,O=C(O)CNC(CN)=O
211,O=C(C(C1=O)=C(O)[C@@H](N(C)C)[C@]2([H])C[C@]3([H])[C@H](O)C4=C(C(C3=C(O)[C@@]21O)=O)C(O)=CC=C4Cl)N.Cl
212,OC1=C(C)C(C)=C2C(CC[C@](CCC[C@H](C)CCC[C@H](C)CCCC(C)C)(C)O2)=C1C
213,O[C@@H](C1)[C@]2(C)[C@]([C@@]3(OC(C)=O)[C@]1([H])OC3)([H])[C@H](OC(C4=CC=CC=C4)=O)[C@]5(O)C[C@H](OC(C)=O)C(C)=C(C(C)5C)[C@@H](OC(C)=O)[C@@H]2O
214,O=C(N(C1=NC=CC=C1)CCC(OCC)=O)C2=CC=C3C(N=C(N3C)CNC4=CC=C(C(NC(OCCCCCC)=O)=N)C=C4)=C2
215,O=C(C(C1=O)=C(O)[C@@H](N(C)C)[C@]2([H])C[C@]3([H])[C@](C)(O)C4=C(C(C3=C(O)[C@@]21O)=O)C(O)=CC=C4Cl)N.[H]Cl
216,O=C(C(N1C2=O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@]1([H])[C@@]2([H])[C@H](O)C)OCOC(C(C)(C)C)=O
217,O=C(O)C(C)C(O)=O
218,N[C@@H](CSSC[C@@H](C(O)=O)N)C(O)=O
219,O=C1C(C2=CC=C(O)C=C2)=COC3=C([C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO)O4)O)O)O)C(O)=CC=C13
220,O=C(OC)NC1=NC2=CC=C(C(C3=CC=CS3)=O)C=C2N1
221,O=CC1=C(O)C(C)=NC=C1COP(O)(O)=O
