ID,Smiles
223,C[C@@]1([C@H]2OC(C)=O)[C@](CC2)([H])[C@@](CCC3=C4C=CC(O)=C3)([H])[C@]4([H])CC1
224,O=S(C1=CC=C(N)C=C1)(NC2=NC(OC)=NC(OC)=C2)=O
225,O=C1NOC[C@@H]1N
226,CN(CC1=CC=C(C(C)(C)C)C=C1)CC2=C3C=CC=CC3=CC=C2.[H]Cl
227,[H][C@]12[C@]3([H])C[C@H](O)[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@]([H])1[C@]5([H])CN6C[C@@H](C)CC[C@]([H])6[C@@](C)(O)[C@]([H])5CC2
228,O=C(OCCCCNC(N)=N)C1=CC(OC)=C(O)C(OC)=C1.[H]Cl
229,C[C@@]1(CC[C@@H]2O)[C@](C[C@H]3O)([H])[C@](CC[C@@]1([H])C2(C)C)(C)[C@@]4(C)[C@@]3([H])[C@]([C@](CCC5)(C)OC5(C)C)([H])CC4
230,CN(CC1)CC2N1C3=CC=CC=C3CC4=CC=CC=C24.Cl
231,OC1=C(C2=O)C(OC(C3=CC=C(O)C=C3)=C2)=CC(O[C@@H]([C@@H]([C@@H](O)[C@@H]4O)O)O[C@@H]4CO)=C1OC
232,O=C(N1)N(C)C2=C(N(C)C=N2)C1=O
233,NC1=NC=C(CC2=CC=C(OC)C(OC)=C2)C(N)=N1
234,O=C1[C@]2(C(OC)=CC(C[C@H]2C)=O)OC3=C(Cl)C(OC)=CC(OC)=C13
235,C[C@@H]1[C@]2(OC[C@@H](C)CC2)O[C@@]3([H])C[C@@]4([H])[C@]5([H])CC[C@]6([H])C[C@@H](O)CC[C@]6(C)[C@@]5([H])CC[C@]4(C)[C@]31[H]
236,C[C@]([C@@]1([H])[C@]2(CC[C@@H]3O)C)(CC[C@@]2([H])C3(C)C)[C@@](C4=CC1)(CC[C@]5(C(O)=O)[C@@]4([H])CC(C)(C)CC5)C
237,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=CC(/C=C/C3=CC=C(O)C=C3)=CC(O)=C2
238,CN1CC(C(C=CC=C2)=C2C3)=C(CC1)C4=C3C=CC=C4.O=C(O)/C=C\C(O)=O
239,O=C1NC(CN1C)=O
240,O[C@H]([C@@H](O)[C@@H]1O)[C@](O[C@@H]1CO)([H])O[C@H]2[C@@]([C@H]3C)([H])[C@@](C[C@@H]3O)([H])C(C(OC)=O)=CO2
241,C[C@@]12[C@@H](O)CC[C@@]1([H])[C@]3([H])CCC4=C(C=CC(OC(C5=CC=CC=C5)=O)=C4)[C@@]3([H])CC2
242,O=C(C=C(C1=CC=C(O)C=C1)OC2=CC(O[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3C(O)=O)=C4O)C2=C4O
243,O=C(O)C1=CC=CC=C1C(NC2=CC=C(S(=O)(NC(C)=O)=O)C=C2)=O
244,O=C1C(C2=CC=C3C(C=CC(C)(C)O3)=C2)=COC4=CC(O)=CC=C14
245,O=C(C(C=C1C2=O)=CC(OC(C)=O)=C1C(C3=C2C=CC=C3OC(C)=O)=O)O
246,O=S(C1=CC=C(N)C=C1)(NC2=NN=C(Cl)C=C2)=O
247,OC(C1=C2C[C@@]3([H])[C@](C=C4OC)([H])[C@@]1(CCN3C)CC4=O)=C(C=C2)OC.Cl
248,O=C(C1=C(OC)C=C(O)C(C/C=C(C)\C)=C1O)/C=C/C2=CC=C(O)C=C2
249,CN1CCC2=CC(OC)=C(OC)C3=C2[C@@]1([H])CC4=CC=CC=C34
250,N[C@@H](C(C)C)C(OCCOCN1C=NC2=C1N=C(N)NC2=O)=O.Cl
251,OC1=CC(O)=C(C(C(C2=CC=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C=C2)=CO4)=O)C4=C1
252,O=C1N(CC(C[C@@H]2NCCC[C@H]2O)=O)C=NC3=C1C=C(Cl)C(Br)=C3
253,O=C([C@]1(O)C[C@@H](OC(/C=C/C2=CC=C(O)C(O)=C2)=O)[C@@H](O)[C@H](O)C1)O
254,O=C1OC[C@@H](O)/C1=C\C[C@@H]2C(CC[C@]3([H])[C@](C)(CO)[C@H](O)CC[C@@]23C)=C
255,OC1=CC2=C(C(C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(C4=CC=C(O)C=C4)O2)=O)C(O)=C1
256,CC1=C[C@@H]2[C@@]3(O)[C@H](OC/C3=C\C=C\[C@H](C)C/C(C)=C/C[C@@H](O[C@@]4(CC[C@H](C)[C@@H](C)O4)C5)C[C@@H]5OC2=O)/C1=N\O.CC6=C[C@@H]7[C@@]8(O)[C@H](OC/C8=C\C=C\[C@H](C)C/C(C)=C/C[C@@H](O[C@@]9(CC[C@H](C)[C@@H](CC)O9)C%10)C[C@@H]%10OC7=O)/C6=N\O
257,O=C(C1=CN(C2CC2)C3=C(C(N)=C(F)C(N4C[C@H](C)N[C@H](C)C4)=C3F)C1=O)O
258,CC/C=C\C/C=C\C/C=C\CCCCCCCC(OC)=O
259,CC(OCC1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3)(C)C(O)=O
260,O=C(O)C1=C(CCCCCCCCCCCCCCC)C=CC=C1O
261,O=C1C2=C(C=CC=C2O)C(C3=CC=CC(O)=C13)=O
262,O[C@@]([C@@H](C)C1=NC=NC=C1F)(CN2N=CN=C2)C(C(F)=C3)=CC=C3F
263,C[C@H](CCC([O-])=O)[C@H]([C@]12C)CC[C@@]1([H])[C@]3([H])C(C[C@]4([H])CC(CC[C@]4(C)[C@@]3([H])CC2=O)=O)=O.[Na+]
264,O=C(N(C1=CC=C(OC2=CC=C(SC(F)(F)F)C=C2)C(C)=C1)C(N3)=O)N(C)C3=O
265,O=C1OC[C@]2([H])[C@@H](O)C3=C(C=C4OCOC4=C3)[C@@H](C5=CC(OC)=C(OC)C(OC)=C5)[C@@]21[H]
266,O=C1[C@]2([H])[C@](COC3=CC(OC)=C(OC)C=C32)([H])OC4=C5C=CC(C)(C)OC5=CC=C14
267,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
268,O=C1CC2=CC=C3C(OCO3)=C2CN(C)CCC4=CC5=C(OCO5)C=C41
269,O=C(O[C@H]1[C@@H](C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1)C4=CC(O)=C(O)C(O)=C4
270,O=C1C2=CC=C(O[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3CO)C=C2OC=C1C4=CC(O)=C(OC)C=C4
271,C[C@@]1([C@@]2(O)C(CO)=O)[C@](CC2)([H])[C@@](CCC3=CC4=O)([H])[C@]([C@]3(CC4)C)([H])[C@@H](O)C1
272,O=C(O)CNC(N)=N
273,OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC(C(N)=O)=C2N)O1.O=P(O)(O)O
274,COC1=CC=C2C(CN3CCC4=CC(OC)=C(OC)C=C4C3C2)=C1OC
275,O=C1C(O)=C(CCCCCCCCCCC)C(C(O)=C1)=O
276,O=C1C[C@@H](C2=CC=C(O)C=C2)OC3=CC(O)=C(C/C=C(C)\C)C=C13
277,O=C1C=CC2=CC=C(OC)C(C/C=C(C)\C)=C2O1
278,O=C1C(O)=C(C2=CC=C(O)C(OC)=C2)OC3=CC(O)=CC(O)=C13
279,O[C@@H]1C(C2([C@H]3O)[C@](OC3=O)([H])O4)([C@@](O5)([H])C[C@H]2C(C)(C)C)C4(C5=O)[C@@](O)([C@@H]6C)[C@@]1([H])OC6=O
280,COC1=C(O)C(OC)=CC(C=CC(OCC[N+](C)(C)C)=O)=C1.N#C[S-]
281,C[C@@]([C@@]1([H])C2=O)(CC[C@H](O)C1)[C@]3([H])[C@](C2)([H])[C@@](CC[C@]4([H])[C@@]5([H])CN(C[C@@H](C)CC6)[C@]6([H])[C@]4(O)C)([H])[C@@]5([H])C3
282,O[C@H]1[C@H](O)[C@@H](CO)O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H]1O
283,O=C(C=C(C1=CC=C(O)C=C1)OC2=CC(O[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3CO)=C4)C2=C4O
284,C[C@@]1([C@@]2(O)C(COC(C)=O)=O)[C@](C[C@H]2C)([H])[C@@](CCC3=CC4=O)([H])[C@@](F)([C@]3(C=C4)C)[C@@H](O)C1
285,OC1=CC(Cl)=CC=C1OC2=CC=C(Cl)C=C2Cl
286,OC1=CC(/C=C\C2=CC(OC)=C(OC)C(OC)=C2)=CC=C1OC
287,O=C(N/N=C/C1=CC=C(N(CC)CC)C=C1)C2=CC=C(O)C=C2
288,O=C1C(C2=CC=C(O)C=C2)=COC3=CC(O)=C(OC)C(O)=C13
289,ClC1=CC=C(C(OCC2=C(Cl)SC=C2)CN3C=CN=C3)C(Cl)=C1
290,COC1=CC2=C(N=CC=C2[C@H]([C@@]3([H])[N@](C[C@@H]4C=C)CC[C@@]4([H])C3)O)C=C1.Cl.O.O
291,ClC[C@]1(O[C@H](CCl)[C@@H](O)[C@@H]1O)O[C@H]([C@@H]([C@@H](O)[C@H]2Cl)O)O[C@@H]2CO
292,CN[C@@H]([C@H]([C@@H](NC)[C@@H]1O)O)[C@]2([H])[C@]1([H])O[C@@](O[C@H](C)C3)([H])[C@](O)(C3=O)O2.Cl.Cl
293,O=C1[C@@H](C)[C@]2(O)[C@@]3(C4=O)C(C5([C@@H](O)C(O6)=O)C6O3)([C@H](O4)C[C@H]5C(C)(C)C)C[C@]2([H])O1
294,O=C(C(N12)=C(C=C)CS[C@]2([H])[C@H](NC(/C(C3=CSC(N)=N3)=N\O)=O)C1=O)O
295,O=C1OC[C@]2([H])[C@H](O)C3=C(C=C4OCOC4=C3)[C@@H](C5=CC(OC)=C(O)C(OC)=C5)[C@]21[H]
296,O=C(NC1=O)N(N=C1)C2=CC(Cl)=C(C(C#N)C3=CC=C(Cl)C=C3)C(Cl)=C2
297,OC(COC1=CC=C(C=C1C)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)=O
298,C1(C(CC[N+]2=C1C=C(C=C3)C(C4=C3OCO4)=C2)=C5)=CC6=C5OCO6.[Cl-]
299,CCCCC[C@H](O)CC(CCC1=CC=C(O)C(OC)=C1)=O
300,OC1=CC=C(C[C@H](C)[C@H](C)CC2=CC=C(OCO3)C3=C2)C=C1OC
301,CC(/C=C/C=C(/C=C/C1=C(CCCC(C)1C)C)C)=C\COC(C)=O
302,C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC1)C2=O
303,O[C@@]1(C(/C(C)=C\[C@@H](C2(C)C)[C@@H]2CCC3=C)=O)[C@]([C@H]3O)([H])[C@@H](O)[C@@H](C)C1
304,C=C[C@@H]([C@@H]1O[C@]([C@@H]([C@@H](O)[C@@H]2O)O)([H])O[C@@H]2CO)C(C3=CO1)=CCOC3=O
305,O=C(C1=CN(CC)C2=C(C=C(F)C(N3CCN(C)CC3)=C2)C1=O)O.CS(=O)(O)=O
306,C=C[C@H]1C[N@](CC[C@H]1C2)[C@@]2([H])[C@@H](O)C3=CC=NC4=CC=C(OC)C=C34
307,C[C@]1([C@@]2(CC[C@@]3([H])C4(C)C)C)[C@@](CC[C@]2([H])[C@]3(CC[C@@H]4O)C)([H])[C@]([C@@H]5C(C)=C)([H])[C@](C)(CC5)CC1
308,C/C1=C\C=C/[C@@H]([C@H](/C(C)=C/[C@@H]([C@H]([C@H](C[C@@H](CC(C(C(NC1=O)=CC2=O)=O)=C2NCCN(C)C)C)OC)O[H])C)OC(N)=O)OC.Cl
309,O=C(C(N12)=C(/C=C\C3=C(C)N=CS3)CS[C@]2([H])[C@H](NC(/C(C4=CSC(N)=N4)=N\OC)=O)C1=O)OCOC(C(C)(C)C)=O
310,O=C(NCC(O)=O)[C@H](CSSC[C@@H](C(NCC(O)=O)=O)NC(CC[C@H](N)C(O)=O)=O)NC(CC[C@H](N)C(O)=O)=O
311,O=C([C@@](CCCC1)([H])N1C(C([C@@]2(O)[C@H](C)C[C@H](OC)[C@@](O2)([H])[C@@H](OC)C[C@@H](C)C/C(C)=C/[C@H]3CC)=O)=O)O[C@H](/C(C)=C/[C@H]4C[C@@H](OC)[C@H](O)CC4)[C@H](C)[C@@H](O)CC3=O
312,O=C1[C@@H]2[C@@]3(O2)[C@](CC[C@@]([C@@]4([C@@](CC(OC4)=O)([H])OC5(C)C)[C@@]5([H])CC6=O)([H])[C@]36C)(C)[C@H](C7=COC=C7)O1
313,O=C(N/N=C/C1=CC=C([N+]([O-])=O)O1)N
314,O=C1C(O)=CC(C(C)C)=CC=C1
315,C[C@@H]([C@@H]([C@@](C(O[C@@H]([C@@](C)(O)[C@@H]1O)CC)=O)([H])C)O[C@@](O[C@@H](C)[C@@H]2O)([H])C[C@@]2(C)OC)[C@H]([C@](O)(C[C@H](CN([C@@H]1C)C)C)C)O[C@@](O[C@H](C)C[C@@H]3N(C)C)([H])[C@@H]3O
316,C[C@@H]([C@@]1([H])CC[C@]2(C)[C@]1(C)CCC34C2CCC5[C@@]3(CC[C@H](OC(/C=C/C6=CC(OC)=C(O)C=C6)=O)C5(C)C)C4)CC/C=C(C)\C
317,O=C(O[C@H]1[C@]([C@H](C)CC2)(C)[C@@](C(CC3)=O)([H])[C@]32[C@@H](C)[C@H](O)[C@](C)(C=C)C1)CSCCN(CC)CC.O=C(O)/C=C/C(O)=O
318,CC1(C)C(CC[C@]2(C)[C@@]3([H])CC[C@]4([H])[C@@]5([H])[C@H](C(C)=C)CC[C@@](C(O)=O)5CC[C@](C)4[C@@](C)3CC[C@@]12[H])=O
319,O=C(C1=CC=CC=C1)OCC(C(C2(O)O3)C4)(C3OC5(C2)C)C45OC(C(C(O)C6O)O)OC6COC(C7=CC=CC=C7)=O
320,O=C(O)[C@H](CC1=CC=CC=C1)NC([C@H](CC(C)C)N)=O
321,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O
322,CC1(C)C(CC[C@]2(C)[C@@]3([H])CC=C4[C@]5([H])CC(C)(C)CC[C@@](C(O)=O)5CC[C@](C)4[C@@](C)3CC[C@@]12[H])=O
323,COC1=CC=C2C(CN3CCC4=CC(OC)=C(OC)C=C4[C@]3([H])C2)=C1OC
324,O=C(C1=CC=CN=C1)N
325,O=C(O)CC/C(C)=C/CC1=C(O)C2=C(COC2=O)C(C)=C1OC
326,O[C@H]([C@H]([C@@H]([C@@H](C(O)=O)O1)O)O)[C@@H]1OC2=C(O)C(O)=C3C(C=C(C4=CC=CC=C4)OC3=C2)=O
327,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
328,NC(C[C@H](NC[C@@H](N)C(N)=O)C1=NC(N)=C(C)C(C(N[C@H](C(N[C@@H](C)[C@@H]([C@@H](C)C(N[C@@H](C(NCCC2=NC(C3=NC(C(NCCC[S+](C)C)=O)=CS3)=CS2)=O)[C@H](O)C)=O)O)=O)C(C4=CNC=N4)O[C@@H]5[C@]([H])(O[C@@H]6[C@@H](O)[C@@H](OC(N)=O)[C@H](O)[C@@H](CO)O6)[C@H](O)[C@@H](O)[C@@H](CO)O5)=O)=N1)=O.[O-]S(=O)(O)=O
329,CC(C)(C1=CC[C@@]2([H])[C@@]3(C[C@@H](O)[C@@H]([C@]3(C4)C)[C@@](C)(O)C(/C=C/C(C)(O)C)=O)C)C(C(O)=C[C@@]1([H])[C@]2(C)C4=O)=O
330,O=C1[C@@H](NC(/C(C2=NSC(NP(O)(O)=O)=N2)=N\OCC)=O)[C@@]3([H])SCC(SC4=NC(C5=CC=[N+](C)C=C5)=CS4)=C(C(O)=O)N13.CC([O-])=O
331,O[C@@]1(C(C(C(N)=O)=C2O)=O)[C@@]([C@@H]2N(C)C)([H])C[C@@]([C@](O)(C3=CC=C4)C)([H])C(C(C3=C4O)=O)=C1O.Cl
332,CC1=NC=C([N+]([O-])=O)N1CC(CCl)O
333,CN1[C@@H]2[C@H](O3)[C@H]3[C@H]1C[C@@H](OC([C@@H](C4=CC=CC=C4)CO)=O)C2.Br
334,C[C@@]1([C@@]2([H])[C@H](C)CCC(O)=O)[C@](CC2)([H])[C@@](CC[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@]4([H])C[C@@H]1O
335,O[C@@H]1[C@@](O)(CO)C[C@H](NC(CO)CO)[C@H](O)[C@H]1O
336,N[C@@H]([C@H](O)C)C(O)=O
337,NC(NCCCCN)=N.O=S(O)(O)=O
338,C[C@@]12[C@@H](OC(CCC3CCCC3)=O)CC[C@@]1([H])[C@]4([H])CCC5=C(C=CC(O)=C5)[C@@]4([H])CC2
339,OC[C@@H](O[C@@](O[C@]([C@@H]1O)([H])[C@H](O[C@@](O[C@]([C@@H]2O)([H])[C@H](O[C@@](O[C@@]3([H])[C@@H]4O)([H])[C@@H]2O)CO)([H])[C@@H]1O)CO)([H])[C@@H]5O)[C@](O[C@](O[C@H](CO)[C@](O[C@](O[C@H](CO)[C@](O[C@](O[C@@H]3CO)([H])[C@@H]4O)([H])[C@@H]6O)([H])[C@@H]6O)([H])[C@@H]7O)([H])[C@@H]7O)([H])[C@@H]5O
340,CO[C@@]([C@@]1([H])C2)(C[C@@H](COC(C3=CN=CC(Br)=C3)=O)CN1C)C4=C5C2=CN(C)C5=CC=C4
341,O=S(C1=CC=C(N)C=C1)(NC2=NC=CN=C2OC)=O
342,NCCC1=CNC=N1.O=P(O)(O)O.O=P(O)(O)O
343,O=C1C2=CC=CC=C2N(C)[C@](N1CC3)([H])C4=C3C5=CC=CC=C5N4
344,O=C1OC[C@H](CC2=CC=C(OC)C(OC)=C2)[C@H]1CC3=CC=C(O)C(OC)=C3
345,O=C(OC(C)(C)C)N[C@@H](C1=CC=CC=C1)[C@H](C(O[C@@H]2C(C)=C([C@@H](O)C([C@@]3(C)[C@]([C@@](CO4)(OC(C)=O)[C@@]4([H])C[C@@H]3O)([H])[C@@H]5OC(C6=CC=CC=C6)=O)=O)C(C)(C)[C@@]5(O)C2)=O)O
346,CC(N[C@H](C1=C2)CCC3=CC(OC)=C(OC)C(OC)=C3C1=CC=C(OC)C2=O)=O
347,O=C(C1=CC(OCCCC)=NC2=CC=CC=C12)NCCN(CC)CC.Cl
348,O=C1C(C2=CC=C(O)C=C2)=COC3=CC(O)=CC=C13
349,O=C(O)[C@@H](N)CC(C1=CC=CC=C1N)=O
350,O=C(O)/C=C/C1=CC=C(O)C(OC)=C1
351,O=C(CCC(OCC)=O)O[C@H]([C@H]1N(C)C)[C@](O[C@H](C)C1)([H])O[C@@H]([C@](O)(C[C@H](C([C@@H]([C@@H](O)[C@@]2(O)C)C)=O)C)C)[C@H]([C@@H]([C@H](C(O[C@@H]2CC)=O)C)O[C@@](O[C@@H](C)[C@@H]3O)([H])C[C@@]3(C)OC)C
352,NC1=C2C(N([C@H]3[C@@H]([C@@H]([C@@H](CO)O3)O)O)C=C2)=NC=N1
353,CCCCCCCCCCCCCCC(=O)O
354,NCCS(O)=O
355,O=C(O)/C=C/C1=CC=C(O)C(O)=C1
356,CCCCCCCCCCCCCCCC(O)=O
357,O=C(O)C1=CC=CC=C1
358,CN1C=NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=N3)=C3C1=O
359,NCCCCNCCCN[C@H]1CC[C@@]2(C)[C@](C[C@@H](O)[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CC[C@@H](OS(=O)(O)=O)C(C)C)([H])C1.C[C@@H](C(O)=O)O
360,C[C@@]12[C@](C(COC(CCC(O)=O)=O)=O)(O)CC[C@@]1([H])[C@]3([H])C[C@H](C)C4=CC(C=C[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O
361,OCCC1=CC=CC=C1
362,[H][C@]1([C@](C)(CC2)O[C@]32[C@H](O)C=C[C@]4(O[C@]([H])([C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)[C@]5([H])O[C@]([C@@H](CC)C(O)=O)([H])CC[C@@H]5C)=O)[C@@H](C)C[C@H]4C)O3)CC[C@@](CC)(O)[C@H](C)O1
363,O=C([C@H]([C@H]1C2=CC=CC=C2)[C@@H](O)[C@]3(O)[C@@]1(C4=CC=C(OC)C=C4)OC5=CC(O[C@@H]6O[C@@H]([C@H](O)CO)CO[C@H]6OC)=CC(OC)=C35)OC
364,O=C([C@@H]1C2=CC(C(C3=CC=CC(O)=C43)=O)=C(C4=O)C(O)=C2[C@@H](O[C@@](O[C@@H](C)[C@H]5O[C@@](O[C@@H](C)[C@H]6O[C@](CCC7=O)([H])O[C@H]7C)([H])C[C@@H]6O)([H])C[C@@H]5N(C)C)C[C@]1(O)CC)OC.Cl
365,O=[N+]([O-])C1=NC=CN1
366,O=C1NC(N)=NC2=C1C(CCC3=CC=C(C(N[C@H](C([O-])=O)CCC([O-])=O)=O)C=C3)=CN2.[Na+].[Na+]
367,O=C(O)/C=C/C1=CC=CC=C1
368,O=C1N(CC(C[C@@H]2NCCC[C@H]2O)=O)C=NC3=C1C=C(Cl)C(Br)=C3.Br
369,C[C@]([C@]1([H])CC2)(CCC[C@@]1(C)C(O[C@@H]([C@@H]([C@@H](O)[C@@H]3O)O)O[C@@H]3CO)=O)[C@@]4([H])[C@]2(CC5=C)C[C@@]5(O[C@]([C@@H]([C@@H](O)[C@@H]6O)O)([H])O[C@@H]6CO)CC4
370,N[C@@H](CC1=CC=CC=C1)C(O)=O
371,CCCC(CCC)C(N)=O
372,O=C(N1C2=CC=CC=C2CC(C3=CC=CC=C31)=O)N
373,O=C1C(C2=CC=C(O)C(C/C=C(C)\C)=C2)=COC3=CC(O)=CC=C13
374,NCCC1=CN=CN1
375,C[C@H](O)CC(O)=O
376,O=C1C=C(C2=CC=C(OC)C(O)=C2)OC3=CC(O[C@H]4[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]5[C@@H]([C@@H]([C@H]([C@H](C)O5)O)O)O)O4)O)O)O)=CC(O)=C13
377,O=C(OC)C1=CC=CC=C1O
378,N[C@H](C(O)=O)CC(N)=O
379,O=C1C(C([O-])=C1)=O.[Na+]
380,NC(N)=O
381,C[C@H](O)C(O)=O
382,O=C(O)C(F)(F)F.CC(C[C@H](NC([C@@H](NC([C@@H](NC(CC(C)C)=O)C(C)C)=O)C(C)C)=O)[C@@H](O)CC(N[C@@H](C)C(N[C@@H](CC(C)C)[C@@H](O)CC(O)=O)=O)=O)C
383,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C(O)=C3)=C1O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O
384,OC[C@@H]1[C@H](C[C@H](N2C(N=C(C=C2)N)=O)O1)O
385,O[C@H]1[C@@H](O)[C@H](O)[C@@](O)(CO)OC1
386,C[C@@]1([C@@]2([H])[C@H](C)CCC([O-])=O)[C@](CC2)([H])[C@@](CC[C@@]3([H])[C@@]4(CC[C@@H](O)C3)C)([H])[C@]4([H])C[C@@H]1O.[Na+]
387,O=C(C[C@H](O)C1(C)C)O[C@H](/C(C)=C/C2=CSC(C)=N2)C[C@]3([H])O[C@]3([H])CCC[C@H](C)[C@H](O)[C@@H](C)C1=O
388,O[C@H]1[C@H](C(C)C)CC[C@@H](C)C1
389,C[C@]([C@H](OC([C@@](F)(C([C@H](C)[C@H]1O[C@@](O[C@H](C)C[C@@H]2N(C)C)([H])[C@@H]2O)=O)C)=O)CC)(O3)[C@]([C@H](C([C@@H](C[C@@]1(C)OC)C)=O)C)([H])N(CCCCN4C=C(C5=CC(N)=CC=C5)N=N4)C3=O
390,O=C(O[C@@H](C)CCC1)C2=C(O)C=C(O)C=C2/C=C/CCCC1=O
391,O[C@H](CO)[C@H]([C@H](O)[C@H](CO)O)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1
392,O=C1C(C2(C)C)(C)CCC2C1
393,O=C(O)C1=CC(O)=C(O)C(O)=C1
394,O=C1C=CC2=CC=C(O)C=C2O1
395,OC[C@@H](O[C@@]1(O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O[C@@]([H])([C@@H]([C@H](C=O)O)O)[C@@H](CO)O)[H])[C@H]([C@@H]([C@H]1O)O)O
396,CC1=NNC=C1
397,O[C@@H]([C@@H](O)[C@@H]1O)[C@H](O[C@@H]1CO)OC2=C(C3=CC([C@@](C4=O)([H])NC([C@@](NC([C@](NC([C@@](NC5=O)([H])C6)=O)([H])C(C=C7OC(C=C8[C@H]5NC)=C(C=C8)O)=C(C(O)=C7)Cl)=O)([H])C9=CC%10=C(O[C@H](O[C@H](C(O)=O)[C@@H](O)[C@@H]%11O)[C@@H]%11NC(CCCCCCCCC(C)C)=O)C(OC%12=CC=C6C=C%12)=C9)=O)=CC=C3O)C([C@@](NC([C@](N4)([H])[C@@H](C%13=CC=C(O%10)C(Cl)=C%13)O)=O)([H])C(NCCCN(C)C)=O)=CC(O)=C2
398,O=C(O)C1=CC=C(O)C(OC)=C1
399,O=C(N1)SC(CC2=CC=C(OCCC3=NC=C(CC)C=C3)C=C2)C1=O
400,O=C(OCCC)C1=CC=C(O)C=C1
401,N[C@@H](CC1=CNC2=CC=C(O)C=C12)C(O)=O
402,C[C@]([C@@]1([H])[C@]2(CC[C@@H]3O[C@@](OC[C@H](O[C@]([C@@H]([C@@H](O)[C@@H]4O)O)([H])O[C@@H]4CO)[C@@H]5O)([H])[C@@H]5O[C@@](O[C@@H](C)[C@H](O)[C@H]6O)([H])[C@@H]6O)C)(CC[C@@]2([H])[C@]3(C)CO)[C@@](C7=CC1)(CC[C@]8(C(O)=O)[C@@]7([H])CC(C)(C)CC8)C
403,O=C1N(C[C@@]2([H])C[C@]3([H])CNC2)C3=CC=C1
404,O=C1NC=NC2=C1N=CN2
405,C[C@]1([C@](CC2)([H])[C@]3([H])CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O
406,OC(C(/C=N/N1CCN(C)CC1)=C(NC(/C(C)=C\C=C\[C@@H]([C@@H]([C@@H](C)[C@H]2O)O)C)=O)C(O)=C3C(O)=C4C)=C3C5=C4O[C@](C)(O/C=C/[C@@H]([C@H]([C@@]([C@@H]2C)([H])OC(C)=O)C)OC)C5=O
407,O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)[C@@H]1OC2=CC=CC=C2CO
408,O=C(OC)C(C=C1)=CC(OC)=C1O
409,O=C(O[C@@H]1C[C@@H](N2C)CC[C@@H]2C1)C(CO)C3=CC=CC=C3
410,OCC1=C(CO)C(O)=C(C)N=C1.Cl
411,NCCC(O)=O
412,CC1=C(CCO)SC=[N+]1CC2=CN=C(C)N=C2N.[Cl-].Cl
413,O=P(O)(OC[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O)O
414,OC1=CC=C2C[C@@H](C3=CC=C(O)C=C3)COC2=C1
415,[H]Cl.O=C1[C@](O)(CC)C2=C(CO1)C(N3CC4=CC5=C(CN(C)C)C(O)=CC=C5N=C4C3=C2)=O
416,O=C(C(N12)=C(COC(C)=O)CS[C@]2([H])[C@H](NC(CC3=CC=CS3)=O)C1=O)[O-].[Na+]
417,O=C1C([C@H](O)C/C=C(C)/C)=CC(C2=C1C(O)=CC=C2O)=O
418,O=C(OCCCCCCCC)C1=CC(O)=C(O)C(O)=C1
